Date,close price
20-5-2020,16.54
21-5-2020,16.5
26-5-2020,16.85
27-5-2020,17.15
28-5-2020,17.19
31-5-2020,17.19
1-6-2020,17.29
2-6-2020,17.2
3-6-2020,16.8
4-6-2020,16.8
7-6-2020,16.8
8-6-2020,16.8
9-6-2020,16.8
10-6-2020,17.3
11-6-2020,17.3
14-6-2020,17.25
15-6-2020,17.25
16-6-2020,16.39
17-6-2020,16.39
18-6-2020,16.39
21-6-2020,16
22-6-2020,16
23-6-2020,16
24-6-2020,16
25-6-2020,16
28-6-2020,16
29-6-2020,16
30-6-2020,15.97
1-7-2020,15.97
2-7-2020,15.97
5-7-2020,15.97
6-7-2020,16
7-7-2020,16
8-7-2020,16.15
9-7-2020,16.15
12-7-2020,16.15
13-7-2020,15.95
14-7-2020,16.25
15-7-2020,15.75
16-7-2020,15.75
19-7-2020,15.75
20-7-2020,16.2
21-7-2020,16
22-7-2020,16
23-7-2020,16
26-7-2020,16.05
27-7-2020,15.9
28-7-2020,16
29-7-2020,16
4-8-2020,16.05
5-8-2020,16
6-8-2020,15.9
9-8-2020,16.2
10-8-2020,16.74
11-8-2020,17
12-8-2020,17.15
13-8-2020,17.29
16-8-2020,17.29
17-8-2020,17.25
18-8-2020,17.45
19-8-2020,17.45
23-8-2020,17.49
24-8-2020,17.49
25-8-2020,17.49
26-8-2020,17.49
27-8-2020,17.49
30-8-2020,17.44
31-8-2020,17.4
1-9-2020,17.49
2-9-2020,17.56
3-9-2020,17.65
6-9-2020,17.65
7-9-2020,17.85
8-9-2020,17.99
9-9-2020,17.99
10-9-2020,17.9
13-9-2020,17.95
14-9-2020,17.95
15-9-2020,17.95
16-9-2020,17.69
17-9-2020,17.8
20-9-2020,17.8
21-9-2020,17.65
22-9-2020,17.75
23-9-2020,17.8
24-9-2020,17.9
27-9-2020,17.9
28-9-2020,17.9
29-9-2020,17.8
30-9-2020,17.8
1-10-2020,17.95
4-10-2020,17.98
5-10-2020,17.99
6-10-2020,17.99
7-10-2020,17.82
8-10-2020,18
11-10-2020,18
12-10-2020,18.55
13-10-2020,18.95
14-10-2020,19.19
15-10-2020,19
18-10-2020,19
19-10-2020,18.99
20-10-2020,18.99
21-10-2020,18.99
22-10-2020,18.99
25-10-2020,18.89
26-10-2020,18.89
27-10-2020,18.75
28-10-2020,18.9
1-11-2020,18.99
2-11-2020,18.98
3-11-2020,18.98
4-11-2020,18.98
5-11-2020,18.6
8-11-2020,18.75
9-11-2020,18.7
15-11-2020,18.64
16-11-2020,18.5
17-11-2020,18.39
18-11-2020,18.25
19-11-2020,18.58
22-11-2020,18.69
23-11-2020,18.6
24-11-2020,18.67
25-11-2020,18.88
26-11-2020,18.89
29-11-2020,18.88
30-11-2020,18.86
1-12-2020,18.87
2-12-2020,18.89
3-12-2020,18.9
6-12-2020,18.9
7-12-2020,19.29
8-12-2020,19.4
9-12-2020,19.68
10-12-2020,19.8
13-12-2020,19.84
14-12-2020,20
15-12-2020,20
16-12-2020,19.9
17-12-2020,20.2
20-12-2020,20.35
21-12-2020,20.4
22-12-2020,20.4
23-12-2020,20.7
24-12-2020,21.68
27-12-2020,21.5
28-12-2020,21.59
29-12-2020,21.3
30-12-2020,21.4
31-12-2020,21
3-1-2021,21.15
4-1-2021,21.25
5-1-2021,21.2
6-1-2021,21.2
7-1-2021,21.1
10-1-2021,21.28
11-1-2021,21.29
12-1-2021,21.34
13-1-2021,21.32
14-1-2021,21
17-1-2021,21
18-1-2021,20.9
19-1-2021,21.23
20-1-2021,21.04
21-1-2021,21.34
24-1-2021,21.45
25-1-2021,21.65
26-1-2021,21.65
27-1-2021,21.75
28-1-2021,21.75
31-1-2021,21.75
1-2-2021,21.9
2-2-2021,22.3
3-2-2021,22.69
4-2-2021,23.64
7-2-2021,24.82
8-2-2021,26.06
9-2-2021,26.7
10-2-2021,26.9
11-2-2021,26.77
14-2-2021,26.8
15-2-2021,26.8
16-2-2021,28.14
17-2-2021,27.95
21-2-2021,26.9
22-2-2021,25.95
23-2-2021,24.66
24-2-2021,23.43
25-2-2021,22.26
28-2-2021,23.37
1-3-2021,24.53
2-3-2021,25.5
3-3-2021,26.25
4-3-2021,25.95
7-3-2021,27
8-3-2021,26.58
9-3-2021,25.26
10-3-2021,25.6
11-3-2021,25.9
14-3-2021,24.75
15-3-2021,24
16-3-2021,22.86
17-3-2021,23.8
18-3-2021,23.95
21-3-2021,24
22-3-2021,24.37
23-3-2021,24.37
24-3-2021,24.37
25-3-2021,23.65
28-3-2021,23.96
29-3-2021,23.05
30-3-2021,24
31-3-2021,24.5
1-4-2021,24.5
4-4-2021,24.49
5-4-2021,24.1
6-4-2021,23.57
7-4-2021,23
8-4-2021,23
12-4-2021,21.85
13-4-2021,20.76
14-4-2021,20.5
15-4-2021,21.52
18-4-2021,21.7
19-4-2021,21.99
20-4-2021,22.99
21-4-2021,23.4
22-4-2021,22.88
25-4-2021,22.88
26-4-2021,22.6
27-4-2021,22.6
28-4-2021,23
29-4-2021,22.7
2-5-2021,23.83
3-5-2021,24.5
4-5-2021,23.98
5-5-2021,24.99
6-5-2021,24.3
9-5-2021,25.3
10-5-2021,25.24
16-5-2021,25.1
17-5-2021,26.15
18-5-2021,26
19-5-2021,25.75
20-5-2021,24.7
23-5-2021,24.65
24-5-2021,24.9
26-5-2021,25.9
27-5-2021,26.13
30-5-2021,26
31-5-2021,26.05
1-6-2021,25.95
2-6-2021,25.6
3-6-2021,25.25
6-6-2021,25.84
7-6-2021,25.15
8-6-2021,25.29
9-6-2021,25.5
10-6-2021,26.77
13-6-2021,28.1
14-6-2021,29.5
15-6-2021,31.71
16-6-2021,33
17-6-2021,32.5
20-6-2021,32
21-6-2021,29.98
22-6-2021,30
23-6-2021,30
24-6-2021,29.5
27-6-2021,29.45
28-6-2021,29
29-6-2021,29.14
30-6-2021,28.97
1-7-2021,28.97
4-7-2021,28.99
5-7-2021,29.1
6-7-2021,28.83
7-7-2021,29.42
8-7-2021,28.41
11-7-2021,29
12-7-2021,29.28
13-7-2021,29.9
14-7-2021,29.9
15-7-2021,31
18-7-2021,31.3
25-7-2021,31.3
26-7-2021,30.4
27-7-2021,30.29
28-7-2021,29.9
29-7-2021,30.35
1-8-2021,29.38
2-8-2021,28.45
3-8-2021,28.7
4-8-2021,28.7
5-8-2021,28.3
8-8-2021,26.19
9-8-2021,27.99
11-8-2021,28
12-8-2021,27.49
15-8-2021,27
16-8-2021,26.99
17-8-2021,27.5
18-8-2021,27.44
19-8-2021,27.95
22-8-2021,27.9
23-8-2021,27.9
24-8-2021,27.37
25-8-2021,26.48
26-8-2021,26.9
29-8-2021,27.41
30-8-2021,27.7
31-8-2021,27.84
1-9-2021,27.8
2-9-2021,27.84
5-9-2021,27
6-9-2021,27
7-9-2021,27
8-9-2021,26.5
9-9-2021,27.93
12-9-2021,27.6
13-9-2021,27.6
14-9-2021,27.64
15-9-2021,27.4
16-9-2021,27.05
19-9-2021,27.25
20-9-2021,27.3
21-9-2021,26.99
22-9-2021,26.8
23-9-2021,26.9
26-9-2021,26.63
27-9-2021,26.4
28-9-2021,26.7
29-9-2021,26.4
30-9-2021,26.85
3-10-2021,27.35
4-10-2021,27
5-10-2021,26.75
6-10-2021,26.6
7-10-2021,26.5
10-10-2021,26.41
11-10-2021,26.5
12-10-2021,26.6
13-10-2021,26.75
14-10-2021,26.75
17-10-2021,26.5
18-10-2021,26.5
20-10-2021,26.5
21-10-2021,26.4
24-10-2021,26.04
25-10-2021,26.45
26-10-2021,26.45
27-10-2021,26.49
28-10-2021,26.4
31-10-2021,26.49
1-11-2021,26.31
3-11-2021,26.95
4-11-2021,26.75
7-11-2021,26.8
8-11-2021,26.5
9-11-2021,26.38
10-11-2021,26.4
11-11-2021,26.68
14-11-2021,26.45
15-11-2021,26.62
16-11-2021,26.62
17-11-2021,26.4
18-11-2021,26.4
21-11-2021,26.35
22-11-2021,26.35
23-11-2021,26.39
24-11-2021,26.35
25-11-2021,26.35
